fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
C1,,,,,51.621244,-115.608378,1846.0,,,,,41.0,203.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1849.0,,,,,44.0,198.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1859.0,,,,,47.0,181.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1841.0,,,,,45.0,156.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1824.0,,,,,37.0,161.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1819.0,,,,,33.0,161.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1810.0,,,,,24.0,162.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1808.0,,,,,18.0,187.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1819.0,,,,,23.0,210.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1841.0,,,,,36.0,210.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1861.0,,,,,45.0,198.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1871.0,,,,,46.0,184.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1869.0,,,,,43.0,172.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1855.0,,,,,39.0,175.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1854.0,,,,,34.0,184.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1858.0,,,,,33.0,174.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1846.0,,,,,33.0,190.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,1868.0,,,,,31.0,197.0,,,0.35,60.0,20,,31
D1,,,,,51.621244,-115.608378,1864.0,,,,,28.0,187.0,,,,,20,,13
C2,,,,,51.621244,-115.608378,1873.0,,,,,38.0,216.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,1912.0,,,,,44.0,219.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1932.0,,,,,41.0,207.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1952.0,,,,,38.0,201.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1962.0,,,,,45.0,200.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1969.0,,,,,59.0,193.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,1976.0,,,,,64.0,182.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1974.0,,,,,58.0,182.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1983.0,,,,,53.0,187.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,1987.0,,,,,54.0,185.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1990.0,,,,,57.0,192.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2037.0,,,,,49.0,186.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2022.0,,,,,40.0,163.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2008.0,,,,,34.0,158.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1995.0,,,,,33.0,163.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1988.0,,,,,36.0,161.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,1975.0,,,,,34.0,152.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1953.0,,,,,32.0,134.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1925.0,,,,,29.0,122.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1902.0,,,,,9.0,141.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1911.0,,,,,0.0,-1.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1905.0,,,,,24.0,90.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1855.0,,,,,39.0,94.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1821.0,,,,,33.0,90.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1791.0,,,,,27.0,85.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1766.0,,,,,43.0,82.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1715.0,,,,,56.0,75.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1665.0,,,,,52.0,65.0,,,0.8,,20,,2
C5,,,,,51.621244,-115.608378,1620.0,,,,,48.0,66.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1589.0,,,,,69.0,82.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1467.0,,,,,76.0,84.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1406.0,,,,,59.0,84.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1343.0,,,,,74.0,96.0,,,1.2,,20,,5
C1,,,,,51.621244,-115.608378,1268.0,,,,,61.0,117.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1256.0,,,,,44.0,146.0,,,0.75,,20,,1
C5,,,,,51.621244,-115.608378,1229.0,,,,,52.0,140.0,,,1.2,,20,,5
M1,,,,,51.621244,-115.608378,1195.0,,,,,66.0,125.0,,,,,20,,60
C5,,,,,51.621244,-115.608378,1119.0,,,,,65.0,109.0,,,1.2,,20,,5
NF,,,,,51.621244,-115.608378,1059.0,,,,,54.0,104.0,,,,,20,,101
C5,,,,,51.621244,-115.608378,1008.0,,,,,70.0,104.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,919.0,,,,,64.0,110.0,,,1.2,,20,,5
M1,,,,,51.621244,-115.608378,881.0,,,,,38.0,118.0,,,,,20,,60
M1,,,,,51.621244,-115.608378,850.0,,,,,51.0,105.0,,,,,20,,60
M1,,,,,51.621244,-115.608378,793.0,,,,,70.0,101.0,,,,,20,,60
C5,,,,,51.621244,-115.608378,711.0,,,,,51.0,97.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,680.0,,,,,28.0,92.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,656.0,,,,,33.0,91.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,615.0,,,,,29.0,91.0,,,1.2,,20,,5
NF,,,,,51.621244,-115.608378,594.0,,,,,9.0,101.0,,,,,20,,101
C5,,,,,51.621244,-115.608378,595.0,,,,,3.0,292.0,,,1.2,,20,,5
C1,,,,,51.621244,-115.608378,604.0,,,,,24.0,281.0,,,0.75,,20,,1
C5,,,,,51.621244,-115.608378,633.0,,,,,35.0,266.0,,,1.2,,20,,5
M1,,,,,51.621244,-115.608378,662.0,,,,,39.0,251.0,,,,,20,,60
C3,,,,,51.621244,-115.608378,718.0,,,,,71.0,257.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,822.0,,,,,79.0,260.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,892.0,,,,,59.0,255.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,947.0,,,,,53.0,248.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,995.0,,,,,69.0,248.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1060.0,,,,,78.0,246.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1130.0,,,,,59.0,239.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1158.0,,,,,83.0,252.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1283.0,,,,,94.0,255.0,,,1.15,,20,,3
M1,,,,,51.621244,-115.608378,1357.0,,,,,69.0,246.0,,,,,20,,60
M1,,,,,51.621244,-115.608378,1407.0,,,,,73.0,246.0,,,,,20,,60
C2,,,,,51.621244,-115.608378,1471.0,,,,,78.0,255.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1562.0,,,,,44.0,260.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1570.0,,,,,4.0,239.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1570.0,,,,,6.0,239.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1577.0,,,,,17.0,255.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1604.0,,,,,18.0,247.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1612.0,,,,,14.0,214.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1615.0,,,,,16.0,155.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1598.0,,,,,21.0,131.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1582.0,,,,,21.0,134.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1566.0,,,,,23.0,130.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1544.0,,,,,23.0,134.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1539.0,,,,,21.0,135.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1520.0,,,,,24.0,132.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1503.0,,,,,36.0,121.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1457.0,,,,,38.0,121.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1438.0,,,,,26.0,134.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1795.0,,,,,39.0,203.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1805.0,,,,,36.0,197.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1819.0,,,,,30.0,185.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1816.0,,,,,28.0,157.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1802.0,,,,,26.0,155.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1794.0,,,,,25.0,164.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1787.0,,,,,22.0,178.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1794.0,,,,,21.0,184.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1791.0,,,,,28.0,186.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1795.0,,,,,38.0,190.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1795.0,,,,,45.0,189.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1805.0,,,,,47.0,186.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1809.0,,,,,45.0,177.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1803.0,,,,,41.0,181.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1823.0,,,,,42.0,183.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1819.0,,,,,44.0,175.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1813.0,,,,,43.0,191.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,1841.0,,,,,42.0,195.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,1839.0,,,,,39.0,187.0,,,0.8,,20,,2
