385,364,10,13.8823
364,363,24,7.46409
385,384,25,3.90344
364,343,28,7.86427
343,342,45,5.96182
384,383,53,3.62557
343,362,56,5.15911
343,322,57,4.88565
385,366,89,1.80918
322,303,95,3.90843
366,347,101,11.8639
366,346,105,6.51116
347,328,106,33.3511
385,386,107,0.971327
346,327,113,18.8017
327,308,116,48.3227
322,302,116,1.73564
303,282,120,5.88832
386,367,126,8.43911
346,326,128,4.29719
367,348,132,28.2593
326,307,133,28.2887
348,329,136,38.1993
307,288,136,58.3757
282,261,147,5.41156
303,284,148,2.79713
326,306,157,3.50823
386,387,159,1.93775
306,287,161,42.0721
284,264,162,7.54069
284,265,162,10.5982
287,268,164,57.2201
367,368,164,2.68282
265,246,166,41.4663
246,227,169,65.3002
264,245,170,19.0511
368,349,171,21.4253
245,226,173,53.6337
264,244,182,4.50384
244,225,185,51.5883
303,304,187,1.20633
225,206,188,65.1337
306,286,189,3.01639
282,262,190,4.65747
286,267,192,66.4135
302,281,194,0.919086
387,388,197,2.65508
304,285,197,14.4459
285,266,201,46.4354
388,369,202,33.8508
266,247,204,68.3535
369,350,209,21.001
244,224,210,3.60134
224,205,217,22.777
346,325,227,1.07148
388,389,238,2.44387
304,305,239,1.93388
389,370,242,40.53
284,263,249,1.2118
370,351,251,17.2398
263,243,263,7.64624
351,332,266,9.86373
322,301,270,1.01321
332,313,271,31.7431
313,294,274,55.6493
294,275,278,40.594
389,390,280,2.39971
275,256,282,35.9699
390,371,284,42.8566
256,237,286,42.0038
243,223,287,4.20943
237,218,290,39.7307
223,204,290,52.3916
371,352,292,19.0908
218,199,294,37.9654
352,333,297,33.5168
199,180,298,46.2538
294,274,299,4.14886
333,314,300,54.4901
275,255,301,4.29225
313,293,302,3.19919
314,295,304,43.9854
255,236,305,41.8248
236,217,309,39.6123
295,276,309,33.8325
322,321,311,0.588542
217,198,312,52.4186
276,257,313,45.0876
257,238,316,48.0997
198,179,316,36.1054
223,203,317,3.3296
238,219,319,54.8005
179,160,320,45.5668
219,200,322,57.893
390,391,322,2.39966
274,254,323,4.17078
391,372,325,47.4656
255,235,326,4.07912
372,353,329,43.099
236,216,330,4.14389
235,216,330,41.1205
293,273,332,3.34063
353,334,332,53.343
216,197,333,54.19
198,178,335,4.40327
334,315,336,41.3466
178,159,339,36.4897
315,296,341,29.7551
159,140,342,50.6847
296,277,345,38.1762
203,183,347,3.3457
277,258,348,56.7826
254,234,348,4.10841
235,215,351,4.07963
238,239,352,2.78228
258,239,352,42.2034
219,220,354,2.873
215,196,355,40.3735
178,158,358,4.36046
273,253,358,3.95914
196,177,359,39.441
158,139,362,42.3928
391,392,363,2.46079
139,120,365,56.1575
392,373,366,57.8585
373,354,369,50.6261
353,354,369,2.53547
183,164,371,5.98014
354,335,373,43.2294
234,214,373,4.07527
215,195,376,3.99434
335,316,379,27.5046
196,176,380,4.06588
195,176,380,41.3613
277,278,381,2.82501
177,157,383,4.30714
316,297,383,36.6719
158,138,383,4.05885
176,157,383,55.3417
278,259,385,36.9451
253,233,385,3.81383
138,119,387,43.0926
259,240,388,58.0569
239,240,388,2.8267
119,100,390,58.1658
243,222,393,1.08399
214,194,397,4.24781
392,393,400,2.71364
194,175,401,38.2245
393,374,403,55.7121
175,156,404,47.9516
374,355,407,38.929
156,137,407,56.7977
157,137,407,4.25042
138,118,408,4.03726
118,99,411,48.087
233,213,411,3.85477
355,336,413,28.1882
99,80,417,23.6895
336,317,418,31.725
222,202,420,3.81075
259,260,421,4.69169
313,292,421,0.898565
278,279,422,8.85291
297,298,422,9.21468
194,174,422,2.35223
393,394,424,12.6585
374,375,428,8.71174
336,337,430,8.50268
355,356,430,7.8036
317,318,431,9.1701
279,280,433,9.55003
394,395,434,10.3852
298,299,435,8.0353
175,155,435,1.96228
137,117,440,2.24992
337,338,442,8.78906
375,376,442,7.22861
356,357,444,7.6559
318,319,445,7.57353
213,193,445,2.49874
299,300,446,9.55003
363,382,447,0.183785
118,98,449,1.92558
319,320,455,10.0696
338,339,455,7.94007
357,358,457,8.03108
376,377,457,7.12769
155,136,461,5.63829
339,340,465,10.4909
273,252,467,1.12034
