19,18,167,0.815992
19,58,234,0.888134
18,17,266,1.04179
354,315,11,12.6095
315,275,19,13.6987
315,276,22,13.3275
354,314,28,3.54957
275,236,31,11.8622
276,237,33,13.2031
236,197,39,20.1666
237,198,40,21.1139
315,316,41,3.3964
236,196,42,9.95424
354,355,45,2.17656
197,158,47,17.8858
275,235,47,3.69751
198,159,49,17.6742
197,157,49,10.9829
196,156,52,10.0094
315,274,52,3.45399
316,277,54,11.3208
159,120,55,24.093
157,118,57,17.8992
156,117,59,21.2092
157,117,59,10.7565
277,238,61,32.2115
237,238,61,3.90702
159,119,62,7.81773
118,79,63,30.7645
156,116,63,9.04983
119,80,65,47.6446
79,40,66,51.3558
238,199,66,28.8915
117,78,66,22.8121
116,77,68,29.7796
78,39,69,54.9764
235,195,71,4.7981
77,38,72,38.4618
159,160,72,4.63307
116,76,75,8.46232
274,234,75,4.76868
355,356,77,3.3451
277,278,78,4.24499
76,37,81,26.7816
316,317,82,2.81866
278,239,84,24.2281
234,194,86,9.78653
76,36,87,8.767
239,200,89,32.9497
194,155,92,26.0843
195,155,92,4.90232
194,154,96,10.284
154,115,101,33.9598
278,279,106,3.68684
239,240,108,4.25621
317,318,108,3.84744
154,114,109,7.78703
114,75,114,34.1813
356,357,118,2.49106
354,313,118,1.34726
114,74,122,8.2858
74,35,126,35.6532
75,35,126,8.79199
279,280,131,4.31723
74,34,133,9.37641
313,273,133,6.78897
234,193,133,2.53645
355,395,135,1.16532
318,319,136,3.75355
355,396,137,1.64818
354,353,140,0.935335
193,153,142,11.4588
273,233,144,9.59425
357,358,145,3.78461
354,394,150,0.862318
319,320,159,4.47955
154,113,159,2.31862
396,397,162,4.1275
358,359,170,4.05643
114,73,171,2.31151
73,33,179,14.1786
74,33,179,2.51875
313,272,186,1.94968
397,398,189,4.7854
193,152,189,2.30443
359,360,190,5.30744
273,232,193,2.17772
313,312,201,1.13718
233,192,205,2.17309
398,399,210,4.91821
354,393,210,0.960674
395,436,218,1.66851
396,437,220,1.65987
395,435,224,1.07995
73,32,226,2.50624
399,400,227,5.95368
437,438,237,6.12875
152,112,238,2.0678
394,434,241,1.06677
113,72,241,1.81772
272,231,249,2.19343
438,439,254,6.15669
313,352,261,0.936503
231,191,268,5.46747
272,271,269,1.18604
439,440,270,6.52369
436,477,291,1.99078
437,478,293,1.99078
394,433,294,0.955215
393,392,296,1.18256
435,476,299,1.8792
478,479,310,5.95782
191,151,310,2.26157
435,475,316,1.00948
72,31,318,1.72674
479,480,327,5.95782
352,311,329,1.96038
271,270,329,1.57301
434,474,335,1.00948
352,351,352,1.05378
393,432,359,0.908535
478,519,372,1.67036
477,518,374,1.58612
