773,734,15,9.08494
734,695,31,9.08494
695,656,47,9.08494
656,617,62,12.3523
617,578,74,12.3523
578,539,86,12.3523
773,733,122,0.986548
773,774,122,0.986548
774,735,132,15.0525
733,694,132,15.0525
735,696,142,15.0525
694,655,142,15.0525
696,657,152,15.0525
655,616,152,15.0525
657,618,162,15.0525
616,577,162,15.0525
618,579,172,15.0525
577,538,172,15.0525
774,775,217,1.18458
733,693,217,1.18458
775,736,223,24.5008
693,654,223,24.5008
736,697,229,24.5008
654,615,229,24.5008
697,658,235,24.5008
615,576,235,24.5008
658,619,241,30.4534
576,537,241,30.4534
775,776,297,1.2795
693,653,297,1.2795
776,737,302,30.0542
653,614,302,30.0542
737,698,307,30.0542
614,575,307,30.0542
698,659,312,30.0542
575,536,312,30.0542
536,497,317,30.0542
497,458,322,30.0542
458,419,327,30.0542
776,777,381,1.14603
653,613,381,1.14603
777,738,386,29.0613
613,574,386,29.0613
738,699,391,29.0613
574,535,391,29.0613
535,496,396,29.0613
496,457,401,29.0613
457,418,406,29.0613
458,459,408,1.14603
418,379,411,29.0613
19,18,184,0.908479
19,58,258,0.749795
18,17,295,0.904375
