5,2,22,6.34366
5,6,45,2.21143
6,3,64,13.0169
6,7,78,3.7166
5,1,78,1.8049
7,4,89,13.0169
7,8,105,3.7166
5,10,155,1.27755
10,11,176,4.95389
11,12,182,61.9645
5,9,185,1.40522
