1010,971,3,44.8017
1010,970,10,9.43336
1010,1011,10,9.43336
971,932,12,15.8448
1011,972,14,44.8017
970,931,19,15.8448
932,893,21,15.8448
1011,1012,21,9.43336
972,933,23,15.8448
1012,973,25,44.8017
931,892,28,15.8448
893,854,30,17.1055
933,894,32,15.8448
1012,1013,32,9.43336
973,934,34,15.8448
1013,974,36,44.8017
892,853,37,15.8448
854,815,39,17.1055
894,855,41,17.1055
970,930,42,3.1772
934,895,43,17.1055
1013,1014,43,9.43336
1010,969,43,3.2463
1010,1051,43,3.2463
974,935,45,17.1055
853,814,46,17.1055
1014,975,47,44.8017
815,776,48,17.1055
855,816,50,17.1055
930,891,51,15.8448
931,891,51,3.1772
1010,1009,51,1.96048
1010,1050,51,1.96048
895,856,52,17.1055
935,896,54,17.1055
1014,1015,54,9.43336
1051,1052,54,9.43336
1011,1052,54,3.2463
814,775,55,17.1055
975,936,56,17.1055
776,737,57,17.1055
816,777,59,17.1055
891,852,60,15.8448
892,852,60,3.1772
856,817,61,23.2573
1015,976,62,23.2573
896,857,62,23.2573
775,736,63,23.2573
737,698,64,23.2573
936,897,64,23.2573
852,813,65,33.9184
1012,1053,65,3.18095
777,738,66,23.2573
817,778,68,23.2573
976,937,69,23.2573
857,818,69,23.2573
930,890,69,5.03075
736,697,70,23.2573
969,929,70,5.03075
698,659,71,23.2573
897,858,71,23.2573
813,774,72,23.2573
738,699,73,23.2573
890,851,74,33.9184
778,739,75,23.2573
818,779,76,23.2573
937,898,76,23.2573
1053,1054,76,9.68267
1013,1054,76,3.18095
697,658,77,23.2573
659,620,78,23.2573
858,819,78,23.2573
851,812,79,33.9184
774,735,79,23.2573
699,660,80,23.2573
739,700,82,23.2573
898,859,83,23.2573
779,740,83,23.2573
658,619,84,23.2573
1010,1049,84,1.63158
620,581,85,23.2573
819,780,85,23.2573
812,773,86,23.2573
735,696,86,23.2573
660,621,87,23.2573
1054,1055,87,9.68267
1051,1092,88,3.18095
700,661,89,23.2573
890,850,89,5.03075
859,820,90,23.2573
740,701,90,23.2573
929,889,90,5.03075
619,580,91,23.2573
621,582,92,33.9184
581,542,92,23.2573
780,741,92,23.2573
773,734,93,23.2573
696,657,93,23.2573
661,622,94,33.9184
850,811,94,33.9184
1055,1016,94,23.2573
851,811,94,5.03075
1050,1091,96,3.18095
1051,1091,96,1.90308
701,662,97,23.2573
820,781,97,23.2573
580,541,98,23.2573
741,702,99,23.2573
542,503,99,23.2573
582,543,99,23.2573
1092,1093,99,9.68267
734,695,100,23.2573
657,618,100,23.2573
811,772,101,23.2573
1016,977,101,23.2573
503,464,102,63.1336
543,504,102,63.1336
662,623,102,33.9184
781,742,104,23.2573
1050,1090,104,1.90308
504,465,105,63.1336
623,584,105,63.1336
695,656,107,23.2573
618,579,107,23.2573
465,426,108,63.1336
584,545,108,63.1336
772,733,108,23.2573
977,938,108,23.2573
464,425,109,23.2573
850,810,109,5.03075
503,463,110,9.68267
1093,1094,110,9.68267
543,544,110,9.68267
889,849,110,5.03075
1053,1094,110,3.18095
545,506,111,63.1336
742,703,111,23.2573
544,505,113,63.1336
463,424,113,63.1336
504,505,113,9.68267
623,624,113,9.68267
506,467,114,63.1336
656,617,114,23.2573
579,540,114,23.2573
810,771,114,33.9184
938,899,115,23.2573
733,694,115,23.2573
624,585,116,63.1336
505,466,116,63.1336
465,466,116,9.68267
584,585,116,9.68267
585,546,119,63.1336
545,546,119,9.68267
546,507,121,78.6891
899,860,121,28.3415
694,655,121,28.3415
617,578,121,28.3415
463,423,121,10.4558
1094,1095,121,10.4558
771,732,121,28.3415
1054,1095,121,3.38002
1095,1056,124,52.609
624,625,124,10.4558
625,586,126,78.6891
655,616,126,28.3415
860,821,126,28.3415
578,539,126,28.3415
585,586,126,10.4558
732,693,126,28.3415
810,770,127,6.79884
586,547,128,78.6891
849,809,128,6.79884
1049,1008,128,3.38002
1056,1017,129,28.3415
616,577,131,28.3415
821,782,131,28.3415
693,654,131,28.3415
1092,1133,132,3.38002
770,731,132,28.3415
969,928,132,2.19161
782,743,134,52.609
1017,978,134,28.3415
625,626,134,10.4558
626,587,136,78.6891
577,538,136,28.3415
654,615,136,28.3415
586,587,136,10.4558
1095,1096,136,6.79884
423,383,136,6.79884
1049,1089,136,2.01584
1049,1048,136,2.01584
1009,968,136,2.19161
731,692,137,28.3415
587,548,138,78.6891
547,548,138,10.4558
978,939,139,28.3415
1096,1057,139,52.609
1091,1132,140,3.38002
1092,1132,140,2.01584
615,576,141,28.3415
1133,1134,142,10.4558
692,653,142,28.3415
503,462,143,3.38002
809,769,143,6.79884
939,900,144,28.3415
1057,1018,144,28.3415
626,627,144,10.4558
627,588,146,78.6891
769,730,146,52.609
587,588,146,10.4558
576,537,146,28.3415
782,783,146,6.79884
928,888,147,6.79884
1090,1131,147,3.38002
1091,1131,147,2.01584
653,614,147,28.3415
929,888,147,2.19161
730,691,149,52.609
900,861,149,28.3415
1018,979,149,28.3415
743,744,149,6.79884
1096,1097,151,6.79884
1134,1135,152,10.4558
614,575,152,28.3415
462,422,153,10.4558
463,422,153,3.38002
691,652,154,28.3415
861,822,154,28.3415
979,940,154,28.3415
627,628,154,10.4558
1090,1130,155,2.01584
1097,1058,156,28.3415
624,665,156,3.38002
575,536,157,28.3415
769,729,158,6.79884
652,613,159,28.3415
940,901,159,28.3415
729,690,161,52.609
1058,1019,161,28.3415
730,690,161,6.79884
536,497,162,28.3415
888,848,162,6.79884
889,848,162,2.19161
613,574,164,28.3415
901,862,164,28.3415
1019,980,166,28.3415
690,651,166,28.3415
665,666,166,10.4558
625,666,166,3.38002
497,458,167,28.3415
1135,1136,167,6.79884
1049,1088,168,1.7271
574,535,169,28.3415
862,823,169,28.3415
822,823,169,6.79884
651,612,171,28.3415
980,941,171,28.3415
458,419,172,28.3415
729,689,173,6.79884
535,496,174,28.3415
823,784,174,28.3415
1133,1174,174,3.38002
689,650,176,52.609
612,573,176,28.3415
941,902,176,28.3415
666,667,176,10.4558
383,344,176,3.59822
626,667,176,3.38002
419,380,177,28.3415
848,808,177,6.79884
1048,1007,178,3.38002
496,457,179,28.3415
650,611,181,46.131
573,534,181,46.131
902,863,181,46.131
1136,1137,182,9.29149
1132,1173,182,3.13049
1133,1173,182,1.85136
457,418,183,46.131
1174,1175,184,10.1281
784,785,184,10.1281
863,824,185,46.131
534,495,185,46.131
611,572,185,46.131
423,382,185,2.87041
785,746,186,136.678
1137,1098,186,46.131
667,668,186,10.1281
689,649,186,9.29149
462,421,186,3.13049
418,379,187,46.131
1089,1129,187,1.85136
1048,1047,187,1.85136
746,707,188,136.678
495,456,189,46.131
572,533,189,46.131
808,768,189,9.29149
379,340,190,48.4908
649,610,190,46.131
1098,1059,190,46.131
1132,1172,191,1.85136
533,494,193,46.131
456,417,193,46.131
340,301,193,49.0879
928,887,193,2.87041
1059,1020,194,46.131
610,571,194,46.131
785,786,194,10.1281
462,461,194,1.85136
824,825,195,10.1281
1175,1176,195,9.29149
786,747,196,136.678
746,706,196,10.1281
746,747,196,10.1281
668,669,196,10.1281
968,927,196,2.87041
494,455,197,46.131
417,378,197,46.131
421,381,197,9.29149
747,708,198,136.678
571,532,198,46.131
