fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
NF,,,,,51.621244,-115.608378,2489.0,,,,,51.0,225.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2526.0,,,,,53.0,217.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2554.0,,,,,33.0,191.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2539.0,,,,,53.0,106.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2443.0,,,,,62.0,99.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2411.0,,,,,34.0,115.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2377.0,,,,,38.0,131.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2357.0,,,,,40.0,149.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2346.0,,,,,40.0,146.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2315.0,,,,,39.0,133.0,,,0.35,60.0,20,,31
D1,,,,,51.621244,-115.608378,2279.0,,,,,39.0,136.0,,,,,20,,13
O1a,,,,,51.621244,-115.608378,2249.0,,,,,37.0,157.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2250.0,,,,,37.0,196.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2270.0,,,,,44.0,224.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2304.0,,,,,68.0,242.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2394.0,,,,,81.0,238.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2470.0,,,,,70.0,222.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2507.0,,,,,63.0,208.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2529.0,,,,,58.0,187.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2520.0,,,,,62.0,176.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2525.0,,,,,67.0,182.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2528.0,,,,,70.0,183.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2532.0,,,,,67.0,189.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2538.0,,,,,55.0,193.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2546.0,,,,,47.0,169.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2521.0,,,,,47.0,172.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2534.0,,,,,47.0,198.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2552.0,,,,,45.0,208.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2578.0,,,,,57.0,232.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2649.0,,,,,45.0,238.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2670.0,,,,,18.0,249.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2695.0,,,,,33.0,3.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2680.0,,,,,99.0,20.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2626.0,,,,,124.0,15.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2605.0,,,,,117.0,9.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2583.0,,,,,114.0,12.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2542.0,,,,,116.0,10.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2534.0,,,,,118.0,5.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2532.0,,,,,124.0,16.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2260.0,,,,,55.0,335.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2262.0,,,,,40.0,15.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2240.0,,,,,29.0,16.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2255.0,,,,,31.0,297.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2298.0,,,,,48.0,274.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2349.0,,,,,40.0,273.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2392.0,,,,,7.0,355.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2351.0,,,,,29.0,73.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2325.0,,,,,14.0,75.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2321.0,,,,,6.0,56.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2318.0,,,,,22.0,61.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2285.0,,,,,29.0,38.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2279.0,,,,,28.0,0.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2280.0,,,,,25.0,338.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2297.0,,,,,19.0,356.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2284.0,,,,,26.0,29.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2282.0,,,,,29.0,344.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2307.0,,,,,58.0,300.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2378.0,,,,,41.0,315.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2360.0,,,,,28.0,10.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2366.0,,,,,30.0,14.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2346.0,,,,,27.0,356.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2365.0,,,,,32.0,329.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2365.0,,,,,36.0,336.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2389.0,,,,,37.0,328.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2408.0,,,,,33.0,314.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2436.0,,,,,34.0,288.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2484.0,,,,,44.0,276.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2527.0,,,,,55.0,272.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2590.0,,,,,53.0,258.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2631.0,,,,,49.0,249.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2678.0,,,,,15.0,187.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2628.0,,,,,45.0,112.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2596.0,,,,,41.0,124.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2570.0,,,,,35.0,134.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2554.0,,,,,32.0,143.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2525.0,,,,,36.0,163.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2526.0,,,,,50.0,161.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2495.0,,,,,56.0,183.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2540.0,,,,,61.0,202.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2550.0,,,,,47.0,197.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2573.0,,,,,33.0,222.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2598.0,,,,,13.0,192.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2560.0,,,,,36.0,131.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2527.0,,,,,44.0,133.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2501.0,,,,,41.0,127.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2468.0,,,,,28.0,160.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2494.0,,,,,34.0,190.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2488.0,,,,,41.0,184.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2503.0,,,,,43.0,188.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2498.0,,,,,38.0,197.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2516.0,,,,,40.0,213.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2540.0,,,,,56.0,225.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2595.0,,,,,64.0,223.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2628.0,,,,,59.0,215.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2666.0,,,,,56.0,225.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2727.0,,,,,25.0,249.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2720.0,,,,,36.0,25.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2686.0,,,,,63.0,38.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2637.0,,,,,76.0,57.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2561.0,,,,,63.0,54.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2552.0,,,,,48.0,351.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2598.0,,,,,54.0,331.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2617.0,,,,,36.0,58.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2502.0,,,,,64.0,100.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2454.0,,,,,45.0,117.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2417.0,,,,,30.0,163.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2446.0,,,,,55.0,200.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2470.0,,,,,75.0,200.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2506.0,,,,,74.0,197.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2527.0,,,,,53.0,151.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2440.0,,,,,53.0,107.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2404.0,,,,,37.0,99.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2366.0,,,,,41.0,106.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2316.0,,,,,34.0,126.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2304.0,,,,,29.0,144.0,,,0.35,60.0,20,,31
D1,,,,,51.621244,-115.608378,2285.0,,,,,29.0,130.0,,,,,20,,13
O1a,,,,,51.621244,-115.608378,2264.0,,,,,33.0,115.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2227.0,,,,,25.0,129.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2226.0,,,,,23.0,204.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2251.0,,,,,42.0,242.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2313.0,,,,,57.0,247.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2355.0,,,,,62.0,233.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2397.0,,,,,67.0,216.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2426.0,,,,,67.0,204.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2453.0,,,,,61.0,186.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2438.0,,,,,62.0,171.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2429.0,,,,,66.0,178.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2433.0,,,,,68.0,183.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2436.0,,,,,68.0,196.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2491.0,,,,,64.0,200.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2502.0,,,,,61.0,169.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2472.0,,,,,62.0,174.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2489.0,,,,,63.0,199.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2511.0,,,,,58.0,210.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2543.0,,,,,66.0,229.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2608.0,,,,,61.0,227.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2637.0,,,,,49.0,215.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2668.0,,,,,49.0,244.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2742.0,,,,,28.0,318.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2707.0,,,,,63.0,18.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2685.0,,,,,78.0,16.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2656.0,,,,,85.0,10.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2652.0,,,,,98.0,7.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2632.0,,,,,98.0,10.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2613.0,,,,,100.0,15.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2322.0,,,,,52.0,354.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2316.0,,,,,44.0,20.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2284.0,,,,,41.0,26.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2262.0,,,,,34.0,330.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2311.0,,,,,46.0,298.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2346.0,,,,,39.0,289.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2388.0,,,,,11.0,326.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2360.0,,,,,32.0,65.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2331.0,,,,,22.0,64.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2327.0,,,,,6.0,64.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2322.0,,,,,10.0,47.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2305.0,,,,,21.0,8.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2318.0,,,,,28.0,3.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2304.0,,,,,27.0,352.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2320.0,,,,,25.0,357.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2307.0,,,,,25.0,27.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2294.0,,,,,20.0,339.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2321.0,,,,,54.0,289.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2399.0,,,,,36.0,305.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2382.0,,,,,22.0,16.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2389.0,,,,,22.0,15.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2368.0,,,,,24.0,358.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2386.0,,,,,41.0,320.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2430.0,,,,,43.0,334.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2428.0,,,,,39.0,342.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2451.0,,,,,33.0,333.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2457.0,,,,,25.0,314.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2478.0,,,,,43.0,280.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2546.0,,,,,48.0,273.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2576.0,,,,,40.0,265.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2616.0,,,,,49.0,264.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2680.0,,,,,4.0,202.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2631.0,,,,,50.0,100.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2579.0,,,,,46.0,112.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2541.0,,,,,45.0,134.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2524.0,,,,,38.0,154.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2502.0,,,,,31.0,152.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2482.0,,,,,41.0,139.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2448.0,,,,,43.0,171.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2466.0,,,,,56.0,203.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2497.0,,,,,58.0,208.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2527.0,,,,,57.0,226.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2587.0,,,,,26.0,203.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2547.0,,,,,37.0,110.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2511.0,,,,,34.0,113.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2489.0,,,,,37.0,118.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2448.0,,,,,32.0,144.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2445.0,,,,,36.0,179.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2438.0,,,,,36.0,183.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2436.0,,,,,32.0,201.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2460.0,,,,,29.0,218.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2487.0,,,,,30.0,213.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2503.0,,,,,46.0,223.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2552.0,,,,,56.0,228.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2581.0,,,,,51.0,223.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2624.0,,,,,61.0,233.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2674.0,,,,,63.0,247.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2757.0,,,,,15.0,266.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2728.0,,,,,43.0,76.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2675.0,,,,,79.0,89.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2570.0,,,,,54.0,102.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2562.0,,,,,21.0,216.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2592.0,,,,,32.0,190.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2572.0,,,,,68.0,130.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2479.0,,,,,67.0,117.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2442.0,,,,,40.0,112.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2407.0,,,,,33.0,129.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2377.0,,,,,42.0,171.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2378.0,,,,,62.0,192.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2398.0,,,,,73.0,200.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2431.0,,,,,54.0,193.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2441.0,,,,,30.0,128.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2395.0,,,,,39.0,94.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2361.0,,,,,43.0,94.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2309.0,,,,,33.0,96.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2292.0,,,,,16.0,104.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,2275.0,,,,,17.0,100.0,,,0.8,,20,,2
O1a,,,,,51.621244,-115.608378,2258.0,,,,,28.0,94.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2218.0,,,,,27.0,102.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2204.0,,,,,16.0,185.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2225.0,,,,,44.0,232.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,2279.0,,,,,57.0,232.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2317.0,,,,,54.0,222.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2352.0,,,,,54.0,217.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2382.0,,,,,52.0,212.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2408.0,,,,,44.0,191.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2401.0,,,,,41.0,165.0,,,,,20,,101
O1a,,,,,51.621244,-115.608378,2386.0,,,,,40.0,173.0,,,0.35,60.0,20,,31
NF,,,,,51.621244,-115.608378,2392.0,,,,,41.0,187.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2396.0,,,,,46.0,205.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2423.0,,,,,53.0,202.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2429.0,,,,,57.0,164.0,,,,,20,,101
