Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,10/16/01 13:00,0,17.7,20,21,235,90.5,64,535,13.4,99,37.9
JCB,10/16/01 14:00,0,16.9,18,25,235,91.2,64,535,17.9,99,45.7
JCB,10/16/01 15:00,0,16.1,20,27,235,91.8,64,535,21.7,99,51.7
JCB,10/16/01 16:00,0,15.8,20,37,270,92.3,64,535,38.6,99,73.4
JCB,10/16/01 17:00,0,13.9,25,43,270,92.9,64,535,54.6,99,90
JCB,10/16/01 18:00,0,12.1,35,45,235,92.3,64,535,53.4,99,88.8
JCB,10/16/01 19:00,0,10.6,41,46,235,91.7,64,535,50.3,99,85.8
JCB,10/16/01 20:00,0,11.3,39,18,235,90.3,64,535,11,99,33.5
