fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
C5,,,,,51.621244,-115.608378,1080.0,,,,,30.0,222.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1099.0,,,,,28.0,214.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1116.0,,,,,36.0,236.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1161.0,,,,,43.0,243.0,,,1.2,,20,,5
C2,,,,,51.621244,-115.608378,1197.0,,,,,38.0,231.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1216.0,,,,,48.0,222.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1251.0,,,,,50.0,203.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1250.0,,,,,38.0,193.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1263.0,,,,,33.0,238.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1311.0,,,,,57.0,271.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1393.0,,,,,61.0,283.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1437.0,,,,,46.0,289.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1481.0,,,,,66.0,269.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1588.0,,,,,64.0,249.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1616.0,,,,,42.0,220.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1643.0,,,,,44.0,221.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1672.0,,,,,67.0,244.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1753.0,,,,,61.0,255.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1777.0,,,,,38.0,256.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1824.0,,,,,62.0,260.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1900.0,,,,,57.0,254.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1926.0,,,,,49.0,246.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1986.0,,,,,64.0,249.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2056.0,,,,,29.0,260.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2044.0,,,,,37.0,11.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2038.0,,,,,65.0,14.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2015.0,,,,,62.0,1.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2038.0,,,,,64.0,22.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1972.0,,,,,78.0,38.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1946.0,,,,,66.0,15.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1942.0,,,,,72.0,10.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1921.0,,,,,79.0,18.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1870.0,,,,,70.0,7.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1878.0,,,,,64.0,342.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1908.0,,,,,58.0,329.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1930.0,,,,,45.0,322.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1956.0,,,,,36.0,305.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,1989.0,,,,,61.0,269.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2096.0,,,,,50.0,252.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2106.0,,,,,47.0,95.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1998.0,,,,,131.0,88.0,,,,,20,,101
M1,,,,,51.621244,-115.608378,1820.0,,,,,118.0,89.0,,,,,20,,60
O1a,,,,,51.621244,-115.608378,1768.0,,,,,73.0,79.0,,,0.35,60.0,20,,31
O1a,,,,,51.621244,-115.608378,1694.0,,,,,57.0,69.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,1647.0,,,,,41.0,57.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1622.0,,,,,20.0,27.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1636.0,,,,,22.0,281.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1674.0,,,,,49.0,274.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1749.0,,,,,48.0,291.0,,,1.15,,20,,3
C2,,,,,51.621244,-115.608378,1774.0,,,,,23.0,341.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1753.0,,,,,7.0,14.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1755.0,,,,,29.0,256.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1815.0,,,,,35.0,254.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1829.0,,,,,21.0,241.0,,,0.8,,20,,2
C5,,,,,51.621244,-115.608378,1064.0,,,,,27.0,213.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1071.0,,,,,31.0,214.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1099.0,,,,,41.0,233.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1135.0,,,,,43.0,231.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1169.0,,,,,41.0,214.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1187.0,,,,,43.0,219.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1212.0,,,,,34.0,235.0,,,1.2,,20,,5
C2,,,,,51.621244,-115.608378,1227.0,,,,,27.0,267.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1273.0,,,,,42.0,283.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1322.0,,,,,67.0,280.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1409.0,,,,,62.0,278.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1453.0,,,,,32.0,269.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1482.0,,,,,45.0,239.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1518.0,,,,,63.0,221.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1552.0,,,,,61.0,208.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1572.0,,,,,59.0,210.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1611.0,,,,,84.0,236.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1729.0,,,,,80.0,241.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1770.0,,,,,49.0,230.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1807.0,,,,,66.0,241.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1884.0,,,,,63.0,244.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1918.0,,,,,49.0,245.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1968.0,,,,,61.0,250.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2029.0,,,,,58.0,257.0,,,0.75,,20,,1
NF,,,,,51.621244,-115.608378,2099.0,,,,,36.0,294.0,,,,,20,,101
C2,,,,,51.621244,-115.608378,2109.0,,,,,43.0,3.0,,,0.8,,20,,2
NF,,,,,51.621244,-115.608378,2074.0,,,,,56.0,2.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2090.0,,,,,61.0,25.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2020.0,,,,,71.0,43.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1988.0,,,,,52.0,19.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1989.0,,,,,49.0,8.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1979.0,,,,,58.0,20.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1960.0,,,,,62.0,10.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1968.0,,,,,65.0,346.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,1984.0,,,,,67.0,340.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2004.0,,,,,64.0,342.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2020.0,,,,,58.0,341.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,2034.0,,,,,52.0,318.0,,,,,20,,101
C1,,,,,51.621244,-115.608378,2072.0,,,,,27.0,281.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,2108.0,,,,,48.0,116.0,,,0.75,,20,,1
O1a,,,,,51.621244,-115.608378,2024.0,,,,,129.0,99.0,,,0.35,60.0,20,,31
C2,,,,,51.621244,-115.608378,1851.0,,,,,110.0,93.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1793.0,,,,,55.0,83.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1722.0,,,,,49.0,55.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1695.0,,,,,55.0,29.0,,,0.8,,20,,2
