Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,2001-10-16 13:00,0.0,17.7,20,21,270,90,43,259,10.9,60,26
JCB,2001-10-16 14:00,0.0,16.9,18,25,270,90,43,259,14.9,60,32
JCB,2001-10-16 15:00,0.0,16.1,20,27,270,90,43,259,17.6,60,36
JCB,2001-10-16 16:00,0.0,15.8,20,37,270,90,43,259,31.1,60,51.7
JCB,2001-10-16 17:00,0.0,13.9,25,43,270,90,43,259,41.5,60,61.8
JCB,2001-10-16 18:00,0.0,12.1,35,45,270,90,43,259,43.9,60,63.9
JCB,2001-10-16 19:00,0.0,10.6,41,46,270,90,43,259,43.6,60,63.7
JCB,2001-10-16 20:00,0.0,11.3,39,18,270,90,43,259,11.5,60,27.1
