fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
C5,,,,,51.621244,-115.608378,1370.0,,,,,50.0,38.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1348.0,,,,,52.0,7.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1359.0,,,,,57.0,9.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1330.0,,,,,51.0,20.0,,,1.2,,20,,5
M1,,,,,51.621244,-115.608378,1317.0,,,,,62.0,304.0,,,,,20,,60
M1,,,,,51.621244,-115.608378,1441.0,,,,,91.0,288.0,,,,,20,,60
C2,,,,,51.621244,-115.608378,1502.0,,,,,62.0,299.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1545.0,,,,,56.0,302.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1589.0,,,,,80.0,298.0,,,0.8,,20,,2
C5,,,,,51.621244,-115.608378,1704.0,,,,,80.0,321.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1710.0,,,,,91.0,7.0,,,1.2,,20,,5
C2,,,,,51.621244,-115.608378,1673.0,,,,,95.0,6.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1677.0,,,,,81.0,341.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1719.0,,,,,71.0,342.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1703.0,,,,,85.0,354.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1713.0,,,,,105.0,0.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1687.0,,,,,102.0,358.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1721.0,,,,,81.0,357.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1709.0,,,,,78.0,27.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1635.0,,,,,82.0,36.0,,,0.75,,20,,1
C2,,,,,51.621244,-115.608378,1619.0,,,,,74.0,26.0,,,0.8,,20,,2
C1,,,,,51.621244,-115.608378,1590.0,,,,,70.0,4.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1599.0,,,,,60.0,345.0,,,0.75,,20,,1
