fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern,ftypeN
C5,,,,,51.621244,-115.608378,1623.0,,,,,56.0,20.0,,,1.2,,20,,5
C2,,,,,51.621244,-115.608378,1581.0,,,,,72.0,28.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1556.0,,,,,70.0,35.0,,,0.8,,20,,2
C5,,,,,51.621244,-115.608378,1509.0,,,,,64.0,51.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1465.0,,,,,58.0,56.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1408.0,,,,,48.0,44.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1393.0,,,,,38.0,27.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1374.0,,,,,43.0,50.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1329.0,,,,,41.0,60.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1302.0,,,,,25.0,45.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1288.0,,,,,22.0,23.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1282.0,,,,,28.0,31.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1265.0,,,,,30.0,34.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1252.0,,,,,27.0,28.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1240.0,,,,,33.0,48.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1200.0,,,,,31.0,49.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1190.0,,,,,21.0,38.0,,,1.2,,20,,5
C2,,,,,51.621244,-115.608378,1173.0,,,,,20.0,51.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1152.0,,,,,18.0,59.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1135.0,,,,,13.0,59.0,,,0.8,,20,,2
C5,,,,,51.621244,-115.608378,1130.0,,,,,7.0,62.0,,,1.2,,20,,5
C2,,,,,51.621244,-115.608378,1125.0,,,,,6.0,80.0,,,0.8,,20,,2
C5,,,,,51.621244,-115.608378,1121.0,,,,,7.0,77.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1114.0,,,,,14.0,68.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1093.0,,,,,24.0,71.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1064.0,,,,,25.0,73.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1042.0,,,,,16.0,68.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1033.0,,,,,6.0,53.0,,,1.2,,20,,5
C1,,,,,51.621244,-115.608378,1031.0,,,,,5.0,39.0,,,0.75,,20,,1
C1,,,,,51.621244,-115.608378,1026.0,,,,,10.0,49.0,,,0.75,,20,,1
C5,,,,,51.621244,-115.608378,1015.0,,,,,13.0,53.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1007.0,,,,,12.0,50.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,999.0,,,,,11.0,45.0,,,1.2,,20,,5
M1,,,,,51.621244,-115.608378,988.0,,,,,18.0,47.0,,,,,20,,60
C2,,,,,51.621244,-115.608378,975.0,,,,,31.0,44.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,948.0,,,,,39.0,51.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,898.0,,,,,19.0,68.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,894.0,,,,,17.0,215.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,926.0,,,,,34.0,216.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,947.0,,,,,49.0,229.0,,,0.8,,20,,2
C2,,,,,51.621244,-115.608378,1016.0,,,,,50.0,230.0,,,0.8,,20,,2
C3,,,,,51.621244,-115.608378,1036.0,,,,,33.0,217.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1049.0,,,,,31.0,229.0,,,1.15,,20,,3
C3,,,,,51.621244,-115.608378,1076.0,,,,,33.0,225.0,,,1.15,,20,,3
C5,,,,,51.621244,-115.608378,1094.0,,,,,45.0,217.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1134.0,,,,,54.0,212.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1164.0,,,,,41.0,198.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1153.0,,,,,18.0,162.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1141.0,,,,,17.0,112.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1122.0,,,,,30.0,104.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1074.0,,,,,38.0,100.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1047.0,,,,,28.0,88.0,,,1.2,,20,,5
C2,,,,,51.621244,-115.608378,1024.0,,,,,36.0,76.0,,,0.8,,20,,2
C5,,,,,51.621244,-115.608378,975.0,,,,,20.0,62.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,986.0,,,,,14.0,298.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1000.0,,,,,11.0,300.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,1008.0,,,,,9.0,36.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,989.0,,,,,17.0,50.0,,,1.2,,20,,5
C1,,,,,51.621244,-115.608378,978.0,,,,,16.0,21.0,,,0.75,,20,,1
C5,,,,,51.621244,-115.608378,977.0,,,,,16.0,0.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,979.0,,,,,17.0,10.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,972.0,,,,,21.0,24.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,956.0,,,,,21.0,19.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,952.0,,,,,17.0,22.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,941.0,,,,,10.0,17.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,944.0,,,,,5.0,345.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,947.0,,,,,2.0,30.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,949.0,,,,,6.0,78.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,937.0,,,,,8.0,67.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,933.0,,,,,7.0,46.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,928.0,,,,,14.0,66.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,902.0,,,,,18.0,68.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,892.0,,,,,12.0,44.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,889.0,,,,,8.0,29.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,884.0,,,,,33.0,70.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,825.0,,,,,52.0,65.0,,,1.2,,20,,5
C5,,,,,51.621244,-115.608378,787.0,,,,,39.0,50.0,,,1.2,,20,,5
NF,,,,,51.621244,-115.608378,762.0,,,,,23.0,48.0,,,,,20,,101
NF,,,,,51.621244,-115.608378,753.0,,,,,8.0,53.0,,,,,20,,102
NF,,,,,51.621244,-115.608378,753.0,,,,,0.0,-1.0,,,,,20,,102
NF,,,,,51.621244,-115.608378,753.0,,,,,0.0,-1.0,,,,,20,,102
NF,,,,,51.621244,-115.608378,753.0,,,,,8.0,222.0,,,,,20,,102
M1,,,,,51.621244,-115.608378,754.0,,,,,24.0,217.0,,,,,20,,60
M1,,,,,51.621244,-115.608378,776.0,,,,,42.0,223.0,,,,,20,,60
