Scenario,datetime,APCP,TMP,RH,WS,WD,FFMC,DMC,DC,ISI,BUI,FWI
JCB,2001-10-16 13:00,0.0,17.7,20,21,225,90.55,89.15,546.40,13.35,126.64,42.01
JCB,2001-10-16 14:00,0.0,16.9,18,25,225,91.17,89.15,546.40,17.86,126.64,50.50
JCB,2001-10-16 15:00,0.0,16.1,20,27,225,91.85,89.15,546.40,21.74,126.64,57.06
JCB,2001-10-16 16:00,0.0,15.8,20,37,225,92.35,89.15,546.40,38.62,126.64,80.61
JCB,2001-10-16 17:00,0.0,13.9,25,43,225,92.87,89.15,546.40,54.64,126.64,98.62
JCB,2001-10-16 18:00,0.0,12.1,35,45,225,92.27,89.15,546.40,53.36,126.64,97.29
JCB,2001-10-16 19:00,0.0,10.6,41,46,225,91.67,89.15,546.40,50.30,126.64,94.03
